client_id,age,genre,anciennete_mois,facture_mensuelle,facture_totale,type_contrat,service_internet,moyen_paiement,tickets_support,region,offre_promo,senior,facture_electronique,dernier_contact_jours,churn
C100105,68.0,Femme,56,85.39,4692.62,Annuel,Fibre,Prélèvement,2,Nouvelle-Aquitaine,0,1,0,42,Non
C100541,,Femme,34,79.51,2637.39,Annuel,Fibre,Carte bancaire,1,Grand Est,0,0,1,2,Non
C100777,25.0,Autre,8,103.15,843.58,Mensuel,Fibre,Prélèvement,0,Occitanie,0,0,0,7,Non
C100480,36.0,Homme,24,97.37,2278.48,Annuel,Aucun,Carte bancaire,0,Hauts-de-France,0,0,1,9,Non
C100165,,Homme,61,94.26,6083.07,Mensuel,Fibre,Prélèvement,0,Hauts-de-France,0,1,1,18,Non
C100248,68.0,Homme,40,67.78,2592.31,Biennal,DSL,Virement,3,Auvergne-Rhône-Alpes,1,1,1,15,Non
C100307,53.0,Femme,43,76.89,3563.33,Annuel,Fibre,Carte bancaire,2,Grand Est,0,0,1,4,Oui
C100446,38.0,Homme,54,82.78,4049.17,Mensuel,Aucun,Chèque électronique,2,Hauts-de-France,0,0,1,35,Non
C100924,33.0,Femme,9,78.79,669.28,Annuel,DSL,Carte bancaire,0,Île-de-France,0,0,1,5,Non
C100334,47.0,Femme,3,87.63,275.02,Annuel,DSL,Prélèvement,0,Île-de-France,0,0,1,69,Non
C100097,61.0,Femme,56,82.26,4135.67,Mensuel,DSL,Virement,1,Occitanie,1,0,1,23,Non
C101213,73.0,Homme,65,25.49,,Mensuel,Fibre,Carte bancaire,1,Île-de-France,0,1,1,10,Non
C100839,76.0,Femme,16,58.31,911.91,Mensuel,DSL,Virement,1,Provence-Alpes-Côte d'Azur,0,1,0,31,Oui
C100102,69.0,Homme,10,92.21,984.54,Mensuel,Aucun,Carte bancaire,2,Occitanie,0,1,1,37,Oui
C100434,45.0,Autre,8,63.46,534.58,Mensuel,DSL,Prélèvement,2,Île-de-France,1,0,1,7,Oui
C100942,76.0,Femme,48,117.23,5349.54,Biennal,Fibre,Chèque électronique,0,Nouvelle-Aquitaine,0,1,1,24,Oui
C101258,52.0,Homme,38,99.08,3679.17,Mensuel,Fibre,Carte bancaire,0,Hauts-de-France,0,0,1,22,Oui
C100780,74.0,Femme,65,118.78,8013.09,Annuel,Aucun,Chèque électronique,1,Occitanie,0,1,1,26,Non
C101276,60.0,Femme,19,82.7,,Annuel,Fibre,Carte bancaire,2,Provence-Alpes-Côte d'Azur,1,0,1,16,Non
C100302,18.0,Femme,72,101.71,7502.45,Biennal,DSL,Carte bancaire,1,Provence-Alpes-Côte d'Azur,0,0,1,23,Non
C101189,18.0,Femme,63,61.96,,Biennal,Aucun,Prélèvement,1,Grand Est,0,0,0,30,Non
C101176,38.0,Femme,13,51.39,689.34,Mensuel,Fibre,Carte bancaire,2,Grand Est,0,0,1,50,Non
C100388,75.0,Femme,44,89.83,3845.07,Mensuel,DSL,Virement,0,Île-de-France,0,1,1,21,Oui
C100235,64.0,Femme,67,68.57,4736.0,Annuel,DSL,Virement,1,Provence-Alpes-Côte d'Azur,0,0,0,24,Non
C101173,29.0,Autre,18,61.26,973.28,Mensuel,DSL,Prélèvement,3,Nouvelle-Aquitaine,0,0,1,12,Non
C100976,24.0,Homme,15,68.93,1073.58,Annuel,Fibre,Carte bancaire,1,Grand Est,1,0,1,18,Non
C100305,26.0,Femme,28,99.09,2877.58,Annuel,Fibre,Carte bancaire,3,Auvergne-Rhône-Alpes,0,0,1,18,Oui
C100117,26.0,Homme,30,72.42,2026.19,Biennal,DSL,Prélèvement,1,Grand Est,0,0,0,16,Non
C101142,77.0,Femme,41,18.5,736.83,Mensuel,Aucun,Carte bancaire,2,Hauts-de-France,0,1,1,76,Non
C100673,24.0,Homme,43,77.95,3374.35,Mensuel,DSL,Virement,1,Grand Est,0,0,0,34,Non
C100249,20.0,Femme,65,55.05,3297.81,Mensuel,Fibre,Carte bancaire,2,Auvergne-Rhône-Alpes,1,0,1,32,Non
C101034,22.0,Homme,28,146.4,4250.0,Mensuel,DSL,Chèque électronique,1,Nouvelle-Aquitaine,0,0,1,30,Oui
C101343,54.0,Homme,58,55.06,,Mensuel,DSL,Prélèvement,1,Grand Est,0,0,0,19,Non
C100071,30.0,Homme,39,34.06,1271.85,Mensuel,DSL,Chèque électronique,0,Nouvelle-Aquitaine,1,0,1,9,Non
C100094,75.0,Femme,67,80.53,,Biennal,Aucun,Virement,1,Provence-Alpes-Côte d'Azur,0,1,1,31,Non
C100752,23.0,Homme,57,109.58,6390.15,Mensuel,Fibre,Carte bancaire,2,Hauts-de-France,0,0,1,5,Non
C100033,53.0,Femme,20,18.5,388.48,Annuel,DSL,Chèque électronique,1,Hauts-de-France,1,0,1,57,Non
C101041,72.0,Femme,64,79.14,5204.59,Annuel,Fibre,Virement,2,Auvergne-Rhône-Alpes,0,1,1,23,Non
C100448,51.0,Homme,22,69.63,1501.38,Biennal,Fibre,Virement,3,Île-de-France,1,0,1,41,Oui
C100445,60.0,Femme,30,63.7,1961.43,Mensuel,Aucun,Carte bancaire,1,Hauts-de-France,0,0,1,29,Oui
C100788,52.0,Homme,68,35.51,2266.87,Annuel,Aucun,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,13,Non
C101079,71.0,Femme,15,115.26,,Mensuel,DSL,Carte bancaire,0,Auvergne-Rhône-Alpes,1,1,0,28,Oui
C101009,51.0,Femme,3,18.5,57.49,Annuel,Fibre,Virement,2,Auvergne-Rhône-Alpes,0,0,1,3,Non
C100932,34.0,Homme,35,98.34,3032.83,Annuel,Fibre,Virement,0,Nouvelle-Aquitaine,0,0,1,40,Non
C100077,32.0,Femme,56,114.77,5762.95,Mensuel,Aucun,Carte bancaire,2,Occitanie,1,0,0,27,Non
C100084,58.0,Autre,9,83.69,778.47,Mensuel,Aucun,Chèque électronique,1,Hauts-de-France,0,0,0,9,Non
C101272,77.0,Homme,58,29.68,1611.51,Mensuel,Aucun,Chèque électronique,2,Occitanie,0,1,0,1,Oui
C100082,28.0,Femme,13,88.12,1156.32,Mensuel,DSL,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,31,Non
C100457,58.0,Femme,42,41.2,,Mensuel,Fibre,Virement,3,Grand Est,1,0,1,22,Non
C100676,55.0,Homme,30,94.69,3016.31,Annuel,Fibre,Carte bancaire,1,Occitanie,0,0,0,29,Non
C101309,72.0,Homme,64,65.35,4264.47,Mensuel,DSL,Carte bancaire,0,Grand Est,0,1,1,14,Non
C101015,71.0,Homme,17,116.27,1897.64,Mensuel,Fibre,Chèque électronique,1,Île-de-France,0,1,1,29,Oui
C100436,,Femme,60,116.11,6619.84,Biennal,Fibre,Prélèvement,2,Occitanie,0,0,0,10,Non
C100644,67.0,Autre,55,72.08,3928.88,Biennal,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,0,1,1,19,Non
C101291,72.0,Homme,57,111.31,,Annuel,DSL,Prélèvement,1,Grand Est,0,1,0,16,Non
C101125,71.0,Femme,29,102.01,2850.02,Annuel,Fibre,Prélèvement,2,Nouvelle-Aquitaine,0,1,1,14,Non
C100404,49.0,Femme,16,72.97,1199.84,Biennal,DSL,Prélèvement,0,Nouvelle-Aquitaine,1,0,0,32,Non
C101229,,Femme,62,54.96,3571.54,Biennal,DSL,Virement,0,Provence-Alpes-Côte d'Azur,0,0,1,11,Non
C101050,50.0,Homme,11,79.6,914.55,Mensuel,DSL,Carte bancaire,5,Nouvelle-Aquitaine,0,0,1,4,Oui
C100882,46.0,Femme,1,78.72,80.16,Mensuel,Fibre,Carte bancaire,2,Île-de-France,0,0,1,28,Oui
C100104,68.0,Femme,49,24.21,1188.39,Mensuel,Fibre,Virement,3,Nouvelle-Aquitaine,0,1,1,13,Non
C100609,72.0,Homme,59,42.96,2626.56,Mensuel,DSL,Carte bancaire,0,Nouvelle-Aquitaine,0,1,1,30,Non
C100736,64.0,Femme,70,66.24,4368.29,Mensuel,Fibre,Virement,4,Hauts-de-France,1,0,0,15,Oui
C101214,22.0,Femme,23,29.24,660.64,Annuel,DSL,Virement,0,Île-de-France,0,0,1,14,Oui
C100828,73.0,Femme,51,32.96,1650.82,Annuel,DSL,Carte bancaire,0,Grand Est,0,1,0,8,Non
C100062,41.0,Femme,21,47.87,963.86,Mensuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,56,Oui
C100281,49.0,Homme,22,64.37,1332.1,Mensuel,DSL,Carte bancaire,5,Occitanie,1,0,1,9,Non
C100900,18.0,Homme,40,41.62,1679.19,Biennal,DSL,Prélèvement,2,Hauts-de-France,1,0,0,18,Non
C100238,37.0,Homme,25,96.36,2311.61,Mensuel,Fibre,Carte bancaire,1,Hauts-de-France,1,0,0,5,Oui
C100223,30.0,Homme,33,58.15,,Annuel,Fibre,Prélèvement,3,Hauts-de-France,0,0,1,20,Non
C100145,72.0,Homme,37,108.62,3646.56,Mensuel,Aucun,Prélèvement,0,Grand Est,0,1,1,15,Non
C101314,75.0,Femme,37,35.68,,Annuel,Fibre,Chèque électronique,1,Nouvelle-Aquitaine,0,1,1,24,Non
C100373,41.0,Homme,64,60.17,3400.16,Biennal,Fibre,Chèque électronique,2,Nouvelle-Aquitaine,0,0,1,12,Non
C100118,33.0,Homme,62,52.2,3415.96,Mensuel,Aucun,Prélèvement,0,Grand Est,0,0,0,10,Non
C101065,42.0,Femme,64,112.0,7639.07,Mensuel,Fibre,Prélèvement,2,Hauts-de-France,0,0,1,23,Oui
C100250,29.0,Homme,62,97.02,6077.37,Biennal,Aucun,Prélèvement,2,Occitanie,0,0,1,37,Non
C101355,,Femme,38,97.66,3829.21,Mensuel,Aucun,Virement,1,Occitanie,0,0,1,31,Non
C100009,24.0,Femme,44,85.79,4011.31,Mensuel,Fibre,Prélèvement,1,Occitanie,0,0,1,78,Oui
C100449,36.0,Homme,19,71.86,1405.18,Mensuel,DSL,Carte bancaire,1,Grand Est,0,0,0,101,Oui
C100708,48.0,Homme,58,46.5,2376.77,Annuel,DSL,Chèque électronique,0,Île-de-France,0,0,1,38,Non
C100255,27.0,Homme,5,157.04,804.76,Mensuel,Fibre,Prélèvement,4,Occitanie,0,0,0,28,Oui
C100593,80.0,Femme,19,43.63,800.57,Mensuel,Aucun,Chèque électronique,1,Auvergne-Rhône-Alpes,1,1,1,13,Non
C100389,27.0,Femme,22,67.4,1357.87,Mensuel,Aucun,Carte bancaire,1,Occitanie,0,0,0,50,Oui
C101080,76.0,Femme,52,18.5,977.75,Annuel,Aucun,Chèque électronique,4,Occitanie,0,1,1,23,Non
C101131,60.0,Homme,59,103.45,5458.17,Annuel,DSL,Chèque électronique,1,Grand Est,0,0,1,30,Non
C100557,74.0,Homme,10,81.96,882.65,Mensuel,Aucun,Chèque électronique,3,Provence-Alpes-Côte d'Azur,0,1,1,30,Oui
C100744,68.0,Femme,3,95.83,273.98,Mensuel,DSL,Prélèvement,1,Grand Est,0,1,0,10,Oui
C100460,64.0,Femme,60,84.56,5167.42,Mensuel,DSL,Prélèvement,1,Provence-Alpes-Côte d'Azur,0,0,1,24,Non
C100723,25.0,Femme,49,91.94,4784.61,Mensuel,Aucun,Carte bancaire,1,Auvergne-Rhône-Alpes,0,0,1,7,Non
C101298,51.0,Homme,72,120.42,8736.04,Annuel,Fibre,Prélèvement,0,Île-de-France,0,0,0,12,Non
C100144,81.0,Femme,27,48.87,1244.24,Mensuel,DSL,Carte bancaire,2,Hauts-de-France,0,1,1,95,Oui
C100501,59.0,Homme,5,110.74,489.5,Mensuel,Fibre,Carte bancaire,1,Grand Est,0,0,1,51,Oui
C101039,70.0,Homme,65,71.02,4894.8,Mensuel,DSL,Prélèvement,0,Île-de-France,0,1,0,32,Oui
C100739,75.0,Autre,25,46.32,1033.57,Mensuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,1,1,0,21,Non
C101301,43.0,Femme,17,28.85,497.43,Annuel,DSL,Prélèvement,2,Grand Est,0,0,1,49,Oui
C100731,44.0,Homme,53,71.83,3397.41,Mensuel,DSL,Prélèvement,1,Hauts-de-France,1,0,0,51,Non
C100539,19.0,Femme,38,28.19,1017.9,Mensuel,DSL,Virement,2,Grand Est,0,0,1,11,Non
C100177,28.0,Femme,19,18.5,325.44,Annuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,1,0,1,14,Non
C101357,26.0,Femme,19,100.82,,Mensuel,Fibre,Carte bancaire,1,Île-de-France,0,0,0,13,Oui
C100697,,Homme,42,83.31,3192.28,Annuel,DSL,Prélèvement,0,Grand Est,0,0,1,7,Non
C100233,66.0,Homme,9,100.05,868.01,Mensuel,Fibre,Prélèvement,2,Occitanie,0,1,0,64,Oui
C101113,,Femme,29,55.49,1586.13,Mensuel,DSL,Carte bancaire,1,Île-de-France,0,0,1,52,Non
C100931,62.0,Homme,29,88.21,,Biennal,Fibre,Chèque électronique,1,Île-de-France,1,0,1,65,Oui
C100799,46.0,Homme,36,99.68,3790.95,Mensuel,DSL,Prélèvement,4,Occitanie,0,0,1,60,Non
C100624,56.0,Femme,36,58.62,1905.29,Mensuel,Fibre,Prélèvement,0,Île-de-France,0,0,1,37,Non
C100007,62.0,Homme,68,38.29,2295.89,Annuel,Fibre,Carte bancaire,3,Occitanie,1,0,1,36,Non
C101219,46.0,Homme,47,37.58,1609.58,Annuel,Fibre,Chèque électronique,2,Nouvelle-Aquitaine,0,0,1,28,Non
C100667,73.0,Femme,24,67.43,1723.1,Mensuel,Fibre,Virement,0,Grand Est,0,1,0,18,Non
C100478,60.0,Femme,48,91.61,4727.08,Mensuel,Fibre,Prélèvement,0,Île-de-France,1,0,0,26,Non
C100357,75.0,Femme,62,82.21,4694.24,Mensuel,DSL,Carte bancaire,4,Auvergne-Rhône-Alpes,0,1,1,16,Non
C100953,45.0,Femme,51,85.95,4594.83,Annuel,Fibre,Prélèvement,2,Auvergne-Rhône-Alpes,0,0,0,50,Non
C100329,,Femme,41,73.75,3045.82,Biennal,DSL,Virement,1,Nouvelle-Aquitaine,0,0,1,4,Non
C100966,56.0,Homme,52,77.54,4058.28,Mensuel,Fibre,Chèque électronique,2,Grand Est,0,0,0,10,Non
C101083,53.0,Femme,55,37.6,1927.75,Mensuel,Fibre,Prélèvement,2,Grand Est,1,0,1,34,Non
C101312,67.0,Femme,66,100.34,6465.47,Annuel,DSL,Prélèvement,1,Hauts-de-France,1,1,1,6,Non
C100258,29.0,Homme,9,20.11,171.91,Mensuel,Fibre,Chèque électronique,0,Provence-Alpes-Côte d'Azur,0,0,1,30,Non
C101259,69.0,Homme,65,62.02,3627.04,Annuel,Fibre,Prélèvement,1,Occitanie,1,1,1,56,Non
C100372,44.0,Femme,36,51.69,1771.74,Annuel,Fibre,Carte bancaire,2,Auvergne-Rhône-Alpes,0,0,1,17,Non
C100115,54.0,Homme,20,38.46,801.39,Mensuel,DSL,Carte bancaire,0,Provence-Alpes-Côte d'Azur,1,0,0,8,Non
C101058,45.0,Homme,49,93.74,,Annuel,Fibre,Virement,2,Nouvelle-Aquitaine,0,0,0,10,Non
C100142,35.0,Homme,34,93.8,3185.92,Annuel,DSL,Carte bancaire,3,Hauts-de-France,0,0,0,13,Oui
C100525,37.0,Homme,35,59.21,1881.26,Biennal,Fibre,Chèque électronique,1,Auvergne-Rhône-Alpes,1,0,1,17,Non
C101074,47.0,Homme,45,87.02,3732.96,Biennal,Fibre,,1,Nouvelle-Aquitaine,0,0,1,10,Non
C101040,63.0,Femme,26,49.86,1248.34,Annuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,1,0,1,82,Non
C101395,55.0,Femme,26,70.14,1761.38,Mensuel,DSL,Carte bancaire,0,Île-de-France,1,0,0,11,Non
C101339,44.0,Homme,72,46.75,3595.05,Annuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,0,0,1,10,Non
C100440,80.0,Femme,61,88.07,5733.67,Biennal,Fibre,Carte bancaire,0,Occitanie,1,1,1,2,Non
C100531,28.0,Homme,50,29.28,1566.8,Mensuel,Aucun,Chèque électronique,3,Provence-Alpes-Côte d'Azur,1,0,1,29,Oui
C101004,26.0,Femme,38,72.58,2870.44,Mensuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,0,59,Non
C100226,69.0,Femme,19,86.45,,Mensuel,Fibre,Chèque électronique,0,Auvergne-Rhône-Alpes,0,1,1,35,Oui
C101057,67.0,Autre,21,98.78,2234.62,Mensuel,Fibre,Carte bancaire,3,Grand Est,0,1,1,47,Oui
C100228,53.0,Homme,56,74.96,4270.8,Annuel,Fibre,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,24,Non
C101206,50.0,Femme,53,123.8,,Mensuel,Fibre,Prélèvement,1,Provence-Alpes-Côte d'Azur,0,0,0,48,Non
C101223,,Femme,18,80.29,1292.85,Biennal,Fibre,Carte bancaire,1,Île-de-France,1,0,1,22,Non
C100212,68.0,Homme,25,53.12,1305.53,Annuel,DSL,Prélèvement,2,Auvergne-Rhône-Alpes,0,1,1,8,Non
C100079,60.0,Homme,61,95.65,5400.5,Mensuel,DSL,Chèque électronique,3,Nouvelle-Aquitaine,0,0,1,36,Non
C100148,70.0,Femme,56,65.0,3465.56,Biennal,DSL,Prélèvement,1,Hauts-de-France,0,1,0,9,Non
C100811,74.0,Femme,4,18.5,69.45,Mensuel,DSL,Virement,0,Hauts-de-France,0,1,1,41,Oui
C100671,57.0,Homme,69,108.54,6791.6,Mensuel,Fibre,Carte bancaire,2,Hauts-de-France,0,0,1,16,Non
C101090,50.0,Homme,60,55.31,3470.38,Mensuel,Fibre,Carte bancaire,0,Grand Est,0,0,0,5,Non
C100969,20.0,Homme,1,98.6,90.6,Annuel,Fibre,Carte bancaire,0,Nouvelle-Aquitaine,0,0,0,68,Non
C100806,52.0,Homme,36,64.57,2091.64,Mensuel,DSL,Prélèvement,0,Provence-Alpes-Côte d'Azur,1,0,0,23,Oui
C100133,53.0,Homme,65,105.58,6980.49,Biennal,DSL,Chèque électronique,4,Grand Est,0,0,1,13,Non
C101048,60.0,Femme,65,35.88,2449.17,Mensuel,Fibre,Carte bancaire,0,Hauts-de-France,0,0,0,35,Non
C100408,77.0,Autre,63,53.94,3303.19,Mensuel,Fibre,Prélèvement,2,Auvergne-Rhône-Alpes,0,1,1,29,Non
C100918,34.0,Autre,63,109.59,6828.0,Biennal,Fibre,Prélèvement,1,Grand Est,1,0,1,22,Non
C100507,33.0,Femme,40,68.1,2421.51,Mensuel,Fibre,Prélèvement,0,Île-de-France,0,0,1,31,Non
C101115,,Homme,41,79.64,3164.95,Mensuel,Fibre,Carte bancaire,1,Hauts-de-France,1,0,1,4,Non
C100504,35.0,Femme,53,62.4,2989.44,Annuel,Fibre,Carte bancaire,0,Nouvelle-Aquitaine,1,0,1,78,Non
C100922,46.0,Homme,45,66.03,2777.09,Biennal,Fibre,Prélèvement,0,Nouvelle-Aquitaine,1,0,0,24,Non
C100347,77.0,Homme,61,56.43,3242.05,Annuel,Fibre,Carte bancaire,0,Grand Est,0,1,1,19,Non
C100386,22.0,Homme,16,44.44,632.18,Annuel,DSL,Virement,2,Provence-Alpes-Côte d'Azur,0,0,1,24,Non
C100000,23.0,Femme,49,78.41,3605.24,Biennal,Fibre,Chèque électronique,1,Grand Est,1,0,0,14,Oui
C100360,72.0,Homme,36,57.05,2166.74,Biennal,Aucun,Prélèvement,4,Occitanie,0,1,0,47,Non
C101331,63.0,Homme,69,110.56,8227.72,Annuel,Aucun,Prélèvement,0,Occitanie,0,0,0,9,Non
C100475,68.0,Homme,27,18.5,447.77,Annuel,Fibre,Carte bancaire,0,Île-de-France,0,1,1,27,Non
C101222,79.0,Femme,6,61.05,,Mensuel,DSL,Chèque électronique,1,Auvergne-Rhône-Alpes,1,1,1,29,Oui
C100057,27.0,Homme,7,28.52,185.82,Mensuel,DSL,Carte bancaire,0,Occitanie,0,0,0,32,Non
C100637,37.0,Homme,5,72.89,321.56,Mensuel,Fibre,Prélèvement,3,Île-de-France,0,0,1,33,Non
C101231,64.0,Homme,17,94.59,1607.6,Mensuel,Fibre,Carte bancaire,0,Occitanie,0,0,1,24,Non
C101287,33.0,Homme,56,81.69,4266.75,Annuel,Fibre,Prélèvement,2,Nouvelle-Aquitaine,0,0,1,45,Non
C100849,56.0,Femme,66,53.09,3156.17,Biennal,Aucun,Carte bancaire,0,Auvergne-Rhône-Alpes,0,0,1,9,Non
C100172,67.0,Autre,17,56.47,878.57,Mensuel,DSL,Prélèvement,2,Provence-Alpes-Côte d'Azur,0,1,1,13,Non
C100450,79.0,Femme,29,80.65,2404.07,Biennal,Aucun,Chèque électronique,1,Auvergne-Rhône-Alpes,0,1,0,20,Non
C100125,54.0,Femme,29,79.01,2465.93,Annuel,DSL,Carte bancaire,1,Hauts-de-France,0,0,0,36,Oui
C100873,25.0,Homme,57,44.37,2473.79,Mensuel,DSL,Carte bancaire,1,Auvergne-Rhône-Alpes,1,0,0,26,Oui
C100530,56.0,Femme,67,73.69,4613.0,Biennal,Fibre,Carte bancaire,2,Auvergne-Rhône-Alpes,1,0,0,33,Non
C100713,66.0,Homme,44,91.68,,Biennal,Aucun,Carte bancaire,0,Hauts-de-France,0,1,1,40,Non
C100090,45.0,Femme,5,51.78,270.73,Mensuel,Fibre,Carte bancaire,1,Provence-Alpes-Côte d'Azur,0,0,1,12,Oui
C101361,22.0,Femme,9,29.4,281.45,Mensuel,Fibre,Virement,0,Grand Est,0,0,1,24,Non
C100181,27.0,Homme,9,69.24,616.09,Mensuel,Fibre,Carte bancaire,1,Provence-Alpes-Côte d'Azur,1,0,0,11,Non
C100963,31.0,Femme,61,73.52,4497.25,Mensuel,Fibre,Virement,4,Nouvelle-Aquitaine,0,0,0,49,Non
C100786,20.0,Autre,70,74.14,4642.11,Mensuel,DSL,Chèque électronique,0,Nouvelle-Aquitaine,0,0,0,19,Oui
C100414,19.0,Autre,41,66.57,2772.84,Mensuel,Fibre,Carte bancaire,2,Nouvelle-Aquitaine,0,0,0,36,Oui
C100251,49.0,Femme,19,81.23,1392.85,Mensuel,Aucun,Chèque électronique,1,Provence-Alpes-Côte d'Azur,0,0,0,11,Non
C100069,48.0,Homme,37,18.5,734.08,Mensuel,DSL,Prélèvement,0,Nouvelle-Aquitaine,0,0,0,8,Non
C100803,76.0,Femme,50,18.5,880.03,Mensuel,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,0,1,1,7,Non
C100131,53.0,Homme,20,58.67,1038.94,Mensuel,Aucun,Carte bancaire,1,Île-de-France,0,0,0,14,Non
C100300,41.0,Femme,50,65.06,3059.53,Biennal,Fibre,Carte bancaire,0,Occitanie,0,0,1,42,Non
C100914,55.0,Homme,18,88.38,1676.84,Biennal,Fibre,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,25,Non
C100326,33.0,Homme,2,40.19,75.58,Mensuel,DSL,Carte bancaire,2,Hauts-de-France,1,0,1,36,Oui
C101375,79.0,Homme,39,66.33,2646.28,Mensuel,Fibre,Carte bancaire,1,Hauts-de-France,0,1,1,2,Non
C101052,50.0,Homme,52,97.83,4698.76,Mensuel,Fibre,Carte bancaire,2,Hauts-de-France,0,0,0,36,Oui
C100499,45.0,Homme,2,65.62,123.86,Mensuel,DSL,Chèque électronique,2,Occitanie,0,0,1,12,Oui
C100904,47.0,Femme,8,55.39,409.86,Mensuel,Aucun,Carte bancaire,3,Hauts-de-France,0,0,0,11,Non
C100832,47.0,Homme,26,111.98,2981.29,Annuel,Fibre,Prélèvement,0,Hauts-de-France,0,0,1,20,Oui
C100364,,Femme,65,73.66,4439.51,Annuel,Fibre,Prélèvement,1,Occitanie,0,0,1,70,Non
C100495,44.0,Femme,61,66.11,3876.49,Biennal,DSL,Carte bancaire,0,Grand Est,0,0,1,31,Non
C101311,40.0,Femme,58,111.59,,Annuel,DSL,Virement,0,Auvergne-Rhône-Alpes,1,0,0,18,Non
C100338,30.0,Femme,61,41.08,2401.71,Annuel,Fibre,Chèque électronique,3,Auvergne-Rhône-Alpes,0,0,1,17,Non
C100421,62.0,Femme,72,61.43,4177.44,Annuel,Aucun,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,7,Non
C100164,44.0,Femme,42,18.5,767.99,Mensuel,DSL,Carte bancaire,1,Auvergne-Rhône-Alpes,0,0,1,12,Non
C100028,52.0,Femme,26,51.18,1171.74,Annuel,DSL,Carte bancaire,2,Nouvelle-Aquitaine,0,0,1,10,Non
C100516,74.0,Femme,65,18.5,1112.22,Annuel,Fibre,Chèque électronique,1,Grand Est,0,1,0,22,Oui
C100193,41.0,Femme,5,74.84,376.06,Mensuel,DSL,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,21,Non
C101163,52.0,Homme,62,57.97,3293.4,Mensuel,Aucun,Carte bancaire,1,Nouvelle-Aquitaine,0,0,1,12,Non
C101278,18.0,Homme,7,59.41,410.14,Mensuel,DSL,Carte bancaire,1,Île-de-France,0,0,0,6,Oui
C101277,67.0,Homme,51,77.24,4055.39,Annuel,Fibre,Prélèvement,1,Hauts-de-France,0,1,0,14,Non
C100169,19.0,Femme,38,100.22,3996.88,Mensuel,Fibre,Prélèvement,0,Provence-Alpes-Côte d'Azur,0,0,1,31,Non
C101247,47.0,Homme,30,35.9,1081.6,Mensuel,Fibre,Chèque électronique,0,Nouvelle-Aquitaine,0,0,0,17,Oui
C100652,30.0,Femme,8,123.96,935.41,Mensuel,Aucun,Carte bancaire,1,Grand Est,0,0,0,35,Oui
C100173,64.0,Femme,59,18.5,1082.38,Biennal,Fibre,Virement,4,Île-de-France,0,0,1,9,Non
C100518,48.0,Homme,29,63.48,1776.6,Mensuel,DSL,Carte bancaire,1,Hauts-de-France,0,0,0,6,Non
C101144,39.0,Femme,21,66.29,1396.97,Mensuel,Fibre,Prélèvement,0,Provence-Alpes-Côte d'Azur,0,0,1,18,Non
C100962,71.0,Homme,21,42.68,806.04,Mensuel,Fibre,Prélèvement,0,Hauts-de-France,0,1,0,5,Non
C100491,73.0,Femme,5,102.77,519.57,Annuel,Fibre,Chèque électronique,0,Île-de-France,1,1,0,21,Non
C100073,26.0,Homme,23,78.39,1814.84,Mensuel,Aucun,Prélèvement,0,Hauts-de-France,0,0,0,13,Oui
C101316,63.0,Femme,38,57.75,2247.5,Annuel,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,0,0,0,18,Non
C100587,24.0,Femme,1,86.05,77.45,Biennal,DSL,Virement,2,Nouvelle-Aquitaine,1,0,1,53,Non
C100750,79.0,Homme,24,93.31,1991.87,Biennal,Fibre,Prélèvement,1,Provence-Alpes-Côte d'Azur,1,1,1,29,Non
C100657,58.0,Femme,46,27.35,1355.44,Biennal,DSL,Prélèvement,2,Grand Est,0,0,1,60,Non
C100842,76.0,Femme,29,83.87,2467.53,Annuel,Fibre,Carte bancaire,4,Auvergne-Rhône-Alpes,0,1,1,16,Oui
C100234,49.0,Homme,43,84.77,3478.28,Biennal,DSL,Prélèvement,0,Provence-Alpes-Côte d'Azur,1,0,1,6,Non
C100732,76.0,Femme,65,109.73,6336.19,Mensuel,DSL,Carte bancaire,0,Île-de-France,0,1,1,22,Non
C100214,65.0,Autre,36,57.37,,Mensuel,Fibre,Virement,2,Nouvelle-Aquitaine,0,1,1,11,Oui
C100162,44.0,Homme,36,18.5,639.3,Mensuel,DSL,Prélèvement,3,Occitanie,0,0,1,66,Oui
C100132,23.0,Femme,62,115.32,6687.58,Annuel,Fibre,Carte bancaire,2,Grand Est,0,0,0,38,Non
C101210,57.0,Femme,2,83.35,170.01,Mensuel,Fibre,Prélèvement,1,Nouvelle-Aquitaine,1,0,0,7,Non
